,,,,MB-clonallines-nla-karyo-plate2c1_78,MB-clonallines-nla-karyo-plate2c1_80,MB-clonallines-nla-karyo-plate2c1_82,MB-clonallines-nla-karyo-plate2c1_76,MB-clonallines-nla-karyo-plate2c1_86,MB-clonallines-nla-karyo-plate2c1_74,MB-clonallines-nla-karyo-plate2c1_84,MB-clonallines-nla-karyo-plate2c1_72,MB-clonallines-nla-karyo-plate2c1_170,MB-clonallines-nla-karyo-plate2c1_50,MB-clonallines-nla-karyo-plate2c1_132,MB-clonallines-nla-karyo-plate2c1_103,MB-clonallines-nla-karyo-plate2c1_48,MB-clonallines-nla-karyo-plate2c1_54,MB-clonallines-nla-karyo-plate2c1_108,MB-clonallines-nla-karyo-plate2c1_52,MB-clonallines-nla-karyo-plate2c1_109,MB-clonallines-nla-karyo-plate2c1_120,MB-clonallines-nla-karyo-plate2c1_56,MB-clonallines-nla-karyo-plate2c1_158,MB-clonallines-nla-karyo-plate2c1_102,MB-clonallines-nla-karyo-plate2c1_38,MB-clonallines-nla-karyo-plate2c1_106,MB-clonallines-nla-karyo-plate2c1_111,MB-clonallines-nla-karyo-plate2c1_58,MB-clonallines-nla-karyo-plate2c1_30,MB-clonallines-nla-karyo-plate2c1_13,MB-clonallines-nla-karyo-plate2c1_130,MB-clonallines-nla-karyo-plate2c1_9,MB-clonallines-nla-karyo-plate2c1_39,MB-clonallines-nla-karyo-plate2c1_229,MB-clonallines-nla-karyo-plate2c1_35,MB-clonallines-nla-karyo-plate2c1_26,MB-clonallines-nla-karyo-plate2c1_34,MB-clonallines-nla-karyo-plate2c1_24,MB-clonallines-nla-karyo-plate2c1_25,MB-clonallines-nla-karyo-plate2c1_2,MB-clonallines-nla-karyo-plate2c1_127,MB-clonallines-nla-karyo-plate2c1_32,MB-clonallines-nla-karyo-plate2c1_36,MB-clonallines-nla-karyo-plate2c1_100,MB-clonallines-nla-karyo-plate2c1_27,MB-clonallines-nla-karyo-plate2c1_105,MB-clonallines-nla-karyo-plate2c1_28,MB-clonallines-nla-karyo-plate2c1_134,MB-clonallines-nla-karyo-plate2c1_83,MB-clonallines-nla-karyo-plate2c1_128,MB-clonallines-nla-karyo-plate2c1_77,MB-clonallines-nla-karyo-plate2c1_154,MB-clonallines-nla-karyo-plate2c1_125,MB-clonallines-nla-karyo-plate2c1_75,MB-clonallines-nla-karyo-plate2c1_16,MB-clonallines-nla-karyo-plate2c1_110,MB-clonallines-nla-karyo-plate2c1_99,MB-clonallines-nla-karyo-plate2c1_131,MB-clonallines-nla-karyo-plate2c1_122,MB-clonallines-nla-karyo-plate2c1_29,MB-clonallines-nla-karyo-plate2c1_152,MB-clonallines-nla-karyo-plate2c1_129,MB-clonallines-nla-karyo-plate2c1_101,MB-clonallines-nla-karyo-plate2c1_155,MB-clonallines-nla-karyo-plate2c1_33,MB-clonallines-nla-karyo-plate2c1_17,MB-clonallines-nla-karyo-plate2c1_168,MB-clonallines-nla-karyo-plate2c1_96,MB-clonallines-nla-karyo-plate2c1_98,MB-clonallines-nla-karyo-plate2c1_19,MB-clonallines-nla-karyo-plate2c1_6,MB-clonallines-nla-karyo-plate2c1_79,MB-clonallines-nla-karyo-plate2c1_124,MB-clonallines-nla-karyo-plate2c1_126,MB-clonallines-nla-karyo-plate2c1_148,MB-clonallines-nla-karyo-plate2c1_144,MB-clonallines-nla-karyo-plate2c1_146,MB-clonallines-nla-karyo-plate2c1_107,MB-clonallines-nla-karyo-plate2c1_73,MB-clonallines-nla-karyo-plate2c1_3,MB-clonallines-nla-karyo-plate2c1_53,MB-clonallines-nla-karyo-plate2c1_14,MB-clonallines-nla-karyo-plate2c1_366,MB-clonallines-nla-karyo-plate2c1_10,MB-clonallines-nla-karyo-plate2c1_87,MB-clonallines-nla-karyo-plate2c1_145,MB-clonallines-nla-karyo-plate2c1_157,MB-clonallines-nla-karyo-plate2c1_104,MB-clonallines-nla-karyo-plate2c1_12,MB-clonallines-nla-karyo-plate2c1_97,MB-clonallines-nla-karyo-plate2c1_20,MB-clonallines-nla-karyo-plate2c1_21,MB-clonallines-nla-karyo-plate2c1_7,MB-clonallines-nla-karyo-plate2c1_11,MB-clonallines-nla-karyo-plate2c1_121,MB-clonallines-nla-karyo-plate2c1_133,MB-clonallines-nla-karyo-plate2c1_135,MB-clonallines-nla-karyo-plate2c1_31,MB-clonallines-nla-karyo-plate2c1_159,MB-clonallines-nla-karyo-plate2c1_15,MB-clonallines-nla-karyo-plate2c1_172,MB-clonallines-nla-karyo-plate2c1_156,MB-clonallines-nla-karyo-plate2c1_1,MB-clonallines-nla-karyo-plate2c1_5,MB-clonallines-nla-karyo-plate2c1_85,MB-clonallines-nla-karyo-plate2c1_8,MB-clonallines-nla-karyo-plate2c1_150,MB-clonallines-nla-karyo-plate2c1_37,MB-clonallines-nla-karyo-plate2c1_55,MB-clonallines-nla-karyo-plate2c1_18,MB-clonallines-nla-karyo-plate2c1_153,MB-clonallines-nla-karyo-plate2c1_81,MB-clonallines-nla-karyo-plate2c1_123,MB-clonallines-nla-karyo-plate2c1_0,MB-clonallines-nla-karyo-plate2c1_147,MB-clonallines-nla-karyo-plate2c1_51,MB-clonallines-nla-karyo-plate2c1_149,MB-clonallines-nla-karyo-plate2c1_61,MB-clonallines-nla-karyo-plate2c1_151,MB-clonallines-nla-karyo-plate2c1_59,MB-clonallines-nla-karyo-plate2c1_4,MB-clonallines-nla-karyo-plate2c1_69
None,9,95000000,95250000,48.0,18.0,19.0,66.0,21.0,35.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,95000000,95250000,2.0,,,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,95250000,95500000,57.0,35.0,26.0,60.0,16.0,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,95250000,95500000,6.0,4.0,,6.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,95500000,95750000,67.0,38.0,28.0,74.0,17.0,29.0,16.0,10.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,95750000,96000000,53.0,41.0,20.0,78.0,25.0,40.0,21.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,95750000,96000000,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,96000000,96250000,43.0,31.0,29.0,56.0,20.0,33.0,19.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,96250000,96500000,48.0,14.0,12.0,25.0,12.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,96250000,96500000,12.0,16.0,4.0,16.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,96500000,96750000,56.0,31.0,17.0,67.0,10.0,28.0,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,96500000,96750000,2.0,4.0,6.0,6.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,96750000,97000000,44.0,28.0,15.0,78.0,16.0,32.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,96750000,97000000,8.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,97000000,97250000,47.0,21.0,22.0,73.0,20.0,35.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,97000000,97250000,6.0,4.0,2.0,4.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,97250000,97500000,53.0,27.0,15.0,64.0,11.0,21.0,22.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,97250000,97500000,8.0,2.0,2.0,8.0,6.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,97500000,97750000,58.0,30.0,23.0,68.0,16.0,34.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,97500000,97750000,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,97750000,98000000,53.0,25.0,18.0,68.0,12.0,34.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,98000000,98250000,66.0,32.0,38.0,46.0,17.0,33.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,98250000,98500000,46.0,26.0,16.0,50.0,10.0,26.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,98250000,98500000,14.0,4.0,2.0,10.0,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,98500000,98750000,44.0,16.0,16.0,42.0,12.0,38.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,98500000,98750000,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,98750000,99000000,43.0,22.0,18.0,52.0,16.0,33.0,23.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,99000000,99250000,61.0,38.0,37.0,77.0,29.0,33.0,24.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,99250000,99500000,60.0,21.0,24.0,67.0,30.0,48.0,17.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,99500000,99750000,56.0,30.0,24.0,63.0,17.0,38.0,21.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,99750000,100000000,52.0,34.0,24.0,44.0,24.0,30.0,28.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,100000000,100250000,52.0,33.0,24.0,54.0,19.0,44.0,34.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,100250000,100500000,68.0,32.0,21.0,72.0,17.0,39.0,26.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,100500000,100750000,59.0,37.0,15.0,52.0,21.0,26.0,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,100750000,101000000,53.0,24.0,32.0,72.0,30.0,50.0,22.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,101000000,101250000,67.0,29.0,10.0,66.0,14.0,32.0,11.0,11.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,101000000,101250000,2.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,101250000,101500000,8.0,,4.0,18.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,101500000,101750000,37.0,30.0,21.0,51.0,17.0,36.0,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,101500000,101750000,6.0,2.0,4.0,11.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,101750000,102000000,35.0,14.0,12.0,46.0,13.0,33.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,101750000,102000000,8.0,10.0,6.0,12.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,9,101750000,102000000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,102000000,102250000,12.0,2.0,2.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,102000000,102250000,49.0,23.0,23.0,58.0,20.0,22.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,102250000,102500000,39.0,36.0,27.0,71.0,20.0,42.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,102500000,102750000,66.0,35.0,19.0,48.0,14.0,18.0,19.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,102500000,102750000,6.0,,2.0,16.0,6.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,102750000,103000000,67.0,27.0,22.0,35.0,19.0,29.0,17.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,102750000,103000000,12.0,12.0,,14.0,8.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,103000000,103250000,73.0,18.0,15.0,44.0,26.0,18.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,103000000,103250000,4.0,2.0,4.0,14.0,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,103250000,103500000,35.0,35.0,8.0,61.0,20.0,33.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,103250000,103500000,14.0,4.0,2.0,10.0,2.0,8.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,103500000,103750000,45.0,27.0,10.0,30.0,17.0,21.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,103500000,103750000,12.0,10.0,6.0,10.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,103750000,104000000,37.0,42.0,15.0,51.0,31.0,34.0,14.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,103750000,104000000,4.0,2.0,2.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,104000000,104250000,14.0,8.0,2.0,16.0,,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,104000000,104250000,59.0,23.0,14.0,37.0,18.0,12.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,104250000,104500000,21.0,12.0,9.0,39.0,3.0,18.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,104250000,104500000,22.0,16.0,10.0,20.0,8.0,12.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,104500000,104750000,36.0,18.0,20.0,48.0,12.0,10.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,104500000,104750000,9.0,4.0,4.0,13.0,2.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,104750000,105000000,32.0,18.0,16.0,46.0,6.0,20.0,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,104750000,105000000,17.0,11.0,4.0,15.0,9.0,8.0,11.0,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,105000000,105250000,38.0,24.0,8.0,24.0,10.0,20.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,105000000,105250000,12.0,1.0,,20.0,2.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,9,105250000,105500000,44.0,6.0,10.0,30.0,14.0,20.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,105250000,105500000,12.0,11.0,5.0,23.0,7.0,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,9,105500000,105750000,18.0,8.0,8.0,23.0,6.0,8.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
