sampleName,,,,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_5,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_2,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_6,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_7,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_3,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_4,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_1,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_121,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_43,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_196,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_175,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_331,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_296,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_259,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_167,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_202,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_379,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_283,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_26,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_19,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_21,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_186,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_136,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_161,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_241,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_192,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_36,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_313,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_124,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_112,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_328,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_353,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_303,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_229,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_351,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_253,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_224,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_148,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_300,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_246,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_334,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_215,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_275,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_78,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_269,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_311,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_200,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_213,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_132,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_368,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_89,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_183,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_337,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_71,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_266,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_232,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_376,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_37,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_226,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_42,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_227,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_79,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_157,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_298,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_75,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_150,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_96,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_279,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_48,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_220,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_258,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_99,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_44,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_69,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_95,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_34,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_171,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_346,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_338,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_381,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_142
12,C57BL_6NJ,114946047,114946239.D,2.0,2.0,4.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946240.D,114946241.D",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946240.D,114946241.D,G.114946235.I,G.114946236.I",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946241.D,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946242.D,,2.0,,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946243.D,114946244.D",2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946246.D,114946247.D",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946247.D,,4.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946248.D,2.0,6.0,10.0,16.0,4.0,8.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946248.D,114946249.D",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946252.D,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946253.D,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946254.D,114946255.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946254.D,114946255.D,114946256.D,114946257.D,114946258.D",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946255.D,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946255.D,114946256.D",,,4.0,4.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946256.D,4.0,,2.0,,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946256.D,114946257.D,114946258.D,114946259.D,114946260.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946257.D,6.0,4.0,6.0,10.0,8.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946257.D,114946258.D,114946259.D",,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946258.D,24.0,34.0,24.0,60.0,36.0,52.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946258.D,114946259.D",,,2.0,4.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946258.D,114946259.D,114946260.D",,4.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946259.D,74.0,104.0,114.0,174.0,110.0,188.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946259.D,114946260.D",2.0,6.0,8.0,10.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946259.D,114946260.D,114946261.D,114946262.D",,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946260.D,114946261.D",4.0,4.0,6.0,16.0,10.0,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946261.D,58.0,64.0,52.0,84.0,68.0,96.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"114946261.D,114946262.D,114946263.D",,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946262.D,32.0,46.0,38.0,68.0,60.0,66.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,114946263.D,58.0,34.0,54.0,86.0,56.0,78.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,A.114946050.I,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,A.114946051.I,56.0,26.0,62.0,76.0,52.0,70.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,A.114946098.I,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"A.114946102.I,A.114946103.I",,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"A.114946104.I,G.114946105.I",,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,A.114946257.I,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"A.114946257.I,A.114946259.I,G.114946258.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,A.114946258.I,6.0,8.0,4.0,10.0,14.0,20.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,A.114946261.I,,10.0,,8.0,10.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,C.114946053.I,2.0,6.0,4.0,4.0,4.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"C.114946053.I,C.114946056.I,T.114946054.I,T.114946055.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,C.114946056.I,16.0,2.0,6.0,18.0,6.0,16.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"C.114946056.I,G.114946058.I,G.114946059.I,T.114946054.I,T.114946055.I,T.114946057.I",,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"C.114946056.I,T.114946055.I",,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,C.114946259.I,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,C.114946264.I,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,C.114946265.I,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,G.114946050.I,8.0,10.0,4.0,14.0,8.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,G.114946058.I,14.0,16.0,38.0,46.0,22.0,32.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"G.114946058.I,G.114946059.I,T.114946057.I",,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"G.114946104.I,G.114946105.I",,,,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"G.114946104.I,T.114946105.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,"G.114946105.I,T.114946104.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,G.114946255.I,,2.0,10.0,,,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,G.114946257.I,4.0,6.0,10.0,14.0,26.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,G.114946260.I,8.0,2.0,8.0,6.0,2.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,G.114946262.I,6.0,8.0,8.0,2.0,8.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946054.I,12.0,2.0,2.0,12.0,16.0,24.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946057.I,6.0,18.0,4.0,12.0,16.0,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946060.I,,,2.0,12.0,6.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946254.I,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946256.I,10.0,4.0,14.0,34.0,14.0,6.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946258.I,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946260.I,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,T.114946262.I,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946047,WT,84334.0,79468.0,111458.0,192786.0,111784.0,152850.0,291488.0,,4.0,12.0,12.0,,4.0,20.0,4.0,,2.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,
12,C57BL_6NJ,114946048,114946051.D,6.0,10.0,12.0,6.0,12.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,"114946051.D,114946101.D,114946102.D,114946103.D,114946104.D,114946105.D",,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946052.D,4.0,2.0,4.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946054.D,,,,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946055.D,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946057.D,,,,6.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946058.D,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946097.D,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,"114946101.D,114946102.D,114946103.D,114946104.D,114946105.D",,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,"114946101.D,114946102.D,114946103.D,114946104.D,114946105.D,114946106.D,114946107.D,114946108.D,114946109.D,114946110.D,114946111.D,114946112.D,114946113.D,114946114.D,114946115.D,114946116.D,114946117.D",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946102.D,,,,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,"114946102.D,114946103.D,114946104.D",,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946209.D,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946220.D,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946233.D,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946259.D,,,2.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946262.D,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,114946263.D,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,T.114946054.I,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946048,WT,344.0,294.0,414.0,760.0,426.0,606.0,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946049,114946052.D,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946049,114946057.D,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946049,114946058.D,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946049,"114946233.D,114946234.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946049,WT,60.0,22.0,70.0,96.0,68.0,72.0,126.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114946050,"114946101.D,114946102.D,114946103.D,114946104.D,114946105.D",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
